Unnamed: 0,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
189,6670 Limerl,House,64500,5.0,214.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,214.0,201.0,4.0, To renovate,0.0
190,7170 LA HESTRE,House,64999,2.0,77.0,Semi equipped,0.0,0.0,1.0,35.0,1.0,150.0,77.0,240.0,2.0, To be done up,0.0
191,7370 Dour,House,65000,3.0,189.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,189.0,265.0,3.0, To renovate,0.0
192,4684 Oupeye,House,65000,4.0,163.0,Installed,0.0,0.0,1.0,18.0,1.0,4.0,163.0,20.0,1.0, To renovate,0.0
193,7080 La Bouverie,House,65000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,140.0,2.0, To renovate,0.0
194,7370 Elouges,House,65000,1.0,93.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,93.0,243.0,2.0, To renovate,0.0
195,7390 Quaregnon,House,65000,1.0,99.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,99.0,273.0,2.0, To renovate,0.0
196,4020 Bressoux,House,65000,2.0,103.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,103.0,215.0,2.0, To be done up,0.0
197,6040 Jumet,House,65000,2.0,95.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,95.0,184.0,2.0, To renovate,0.0
198,7370 Elouges,House,65000,3.0,179.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,179.0,260.0,3.0, To renovate,0.0
199,7370 Wihries,House,65000,2.0,167.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,167.0,320.0,2.0, To renovate,0.0
200,7390 Quaregnon,House,65000,2.0,175.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,175.0,160.0,2.0, To renovate,0.0
201,7370 WIHRIES,House,65000,1.0,68.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,68.0,351.0,1.0, To renovate,0.0
202,2170 Merksem,House,65000,1.0,93.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,93.0,40.0,2.0, To renovate,0.0
203,4032 LIEGE Chne,House,65000,2.0,88.0,Installed,0.0,0.0,0.0,10.0,1.0,54.0,88.0,98.0,2.0, To renovate,0.0
204,8953 Wijtschate,House,65000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,415.0,2.0,Good,0.0
205,6111 Landelies,House,65000,2.0,133.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,133.0,410.0,1.0,Good,0.0
206,2180 Ekeren,House,65000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,130.0,1.0, To renovate,0.0
207,4101 Seraing Jemeppesur-Meuse,House,65000,1.0,40.0,Not installed,0.0,0.0,1.0,5.0,0.0,5.0,40.0,90.0,3.0, To restore,0.0
208,6042 lodelinsart,House,65000,3.0,140.0,Not installed,0.0,0.0,0.0,10.0,1.0,1.0,140.0,550.0,3.0, To renovate,0.0
209,5100 Jambes,House,65000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,234.0,3.0,Good,0.0
210,6042 Lodelinsart,House,65000,2.0,97.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,97.0,201.0,3.0,Good,0.0
211,4031 ANGLEUR,House,65000,2.0,62.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,62.0,25.0,2.0, To restore,0.0
212,5640 Mettet,House,65000,3.0,135.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,135.0,340.0,2.0,Good,0.0
213,7390 Quaregnon,House,65000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,209.0,2.0, To renovate,0.0
214,4170 Comblain-au-Pont,House,65000,2.0,85.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,201.0,2.0, To renovate,0.0
215,6030 Marchienne-au-Pont,House,65000,2.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
216,6180 Courcelles,House,65000,3.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,1.0,Good,0.0
217,7080 Frameries,House,65000,2.0,126.0,Installed,0.0,0.0,0.0,10.0,1.0,81.0,126.0,140.0,2.0, To renovate,0.0
218,9500 Geraardsbergen,House,65000,1.0,18.0,Installed,0.0,0.0,1.0,18.0,0.0,5.0,18.0,160.0,4.0,Good,0.0
219,6820 Muno,House,65000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,130.0,2.0, To renovate,0.0
220,7340 PATURAGES,House,65000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,280.0,1.0,Good,0.0
221,7370 Dour,House,65000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
222,6044 Roux,House,65000,1.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,160.0,1.0, To renovate,0.0
223,4257 Berloz,House,65000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
224,6840 Neufchteau,House,65000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,2155.0,1.0,Good,0.0
225,6060 Charleroi,House,65000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
226,6690 Vielsalm,House,65500,2.0,62.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,62.0,184.0,2.0, To renovate,0.0
227,7020 Nimy,House,67500,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
228,7950 Chivres,House,68000,3.0,127.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,127.0,240.0,1.0, To renovate,0.0
229,3620 Lanaken,House,68000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,363.0,4.0,Good,0.0
230,9500 Geraardsbergen,House,68000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,30.0,2.0, To renovate,0.0
231,7618 Rumes,House,68000,2.0,81.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,81.0,171.0,3.0, To renovate,0.0
232,7340 Colfontaine,House,68000,2.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
233,6220 Fleurus,House,68000,1.0,40.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,40.0,201.0,2.0, Good,0.0
234,6250 AISEAU,House,69000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,330.0,2.0,Good,0.0
235,7110 La Louvire Strpy-Bracquegnies,House,69000,2.0,102.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,102.0,122.0,2.0, To renovate,0.0
236,6042 Charleroi Lodelinsart,House,69000,2.0,71.0,Installed,0.0,0.0,1.0,13.0,0.0,5.0,71.0,13.0,2.0, To renovate,0.0
237,6061 Charleroi,House,69000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,201.0,2.0, To be done up,0.0
238,7140 Morlanwelz,House,69000,2.0,75.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,75.0,201.0,1.0,Good,0.0
239,4610 Beyne-Heusay,House,69000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
240,7500 Tournai,House,69000,2.0,70.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,70.0,80.0,1.0, To renovate,0.0
241,4800 Ensival,House,69000,5.0,182.0,Not installed,0.0,0.0,1.0,9.0,0.0,5.0,182.0,201.0,2.0, To renovate,0.0
242,4100 Seraing,House,69000,2.0,90.0,Installed,0.0,0.0,1.0,45.0,1.0,493.0,90.0,201.0,2.0, To restore,0.0
243,6041 Charleroi,House,69000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,80.0,2.0, To renovate,0.0
244,5670 OLLOY-SUR-VIROIN,House,69000,2.0,94.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,94.0,201.0,2.0, Good,0.0
245,7170 LA HESTRE,House,69000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,620.0,1.0,Good,0.0
246,6060 Gilly Charleroi,House,69000,2.0,66.0,Installed,0.0,0.0,0.0,10.0,1.0,24.0,66.0,201.0,2.0,Good,0.0
247,6001 Charleroi,House,69900,3.0,80.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,201.0,2.0, To renovate,0.0
248,6150 Anderlues,House,69999,2.0,107.0,Semi equipped,0.0,0.0,1.0,38.0,1.0,130.0,107.0,275.0,3.0, To renovate,0.0
249,7340 Wasmes,House,70000,2.0,289.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,289.0,250.0,2.0, To be done up,0.0
250,7134 Epinois,House,70000,2.0,102.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,102.0,73.0,3.0, To renovate,0.0
251,4430 Ans,House,70000,2.0,177.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,177.0,350.0,2.0, To renovate,0.0
252,7080 Frameries,House,70000,2.0,68.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,68.0,91.0,3.0, To be done up,0.0
253,7134 LEVAL-TRAHEGNIES,House,70000,2.0,108.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,108.0,397.0,2.0, To renovate,0.0
254,7300 Boussu,House,70000,2.0,91.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,91.0,172.0,2.0, To be done up,0.0
255,7340 PATURAGES,House,70000,2.0,97.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,97.0,201.0,2.0, Good,0.0
256,4800 Verviers,House,70000,1.0,55.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,55.0,201.0,2.0, Good,0.0
257,7370 Elouges,House,70000,1.0,102.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,102.0,340.0,3.0, To renovate,0.0
258,3700 Tongeren,House,70000,3.0,133.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,133.0,149.0,2.0, To be done up,0.0
259,3665 As,House,70000,3.0,130.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,130.0,134.0,2.0, To be done up,0.0
260,7130 Binche,House,70000,2.0,132.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,132.0,50.0,1.0, To renovate,0.0
261,7390 Quaregnon,House,70000,2.0,135.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,135.0,200.0,3.0,Good,0.0
262,7320 Bernissart,House,70000,2.0,124.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,124.0,172.0,3.0, To renovate,0.0
263,9100 Sint-Niklaas,House,70000,1.0,173.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,173.0,327.0,2.0,Good,0.0
264,7861 Wannebecq,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,250.0,3.0, To be done up,0.0
265,3680 Neeroeteren,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,994.0,4.0,Good,0.0
266,7951 Tongre-notre-Dame,House,70000,5.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,450.0,3.0, To renovate,0.0
267,5555 Bivre Graide,House,70000,2.0,94.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,94.0,53.0,2.0,Good,0.0
268,6040 Jumet,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
269,6040 Jumet,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,240.0,1.0,Good,0.0
270,5377 NOISEUX,House,70000,2.0,65.0,Semi equipped,1.0,0.0,0.0,10.0,0.0,5.0,65.0,201.0,4.0,Good,0.0
271,7080 Frameries,House,70000,2.0,118.0,Installed,0.0,0.0,0.0,10.0,1.0,1.0,118.0,201.0,2.0, To restore,0.0
272,7141 Carnires,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To renovate,0.0
273,6000 Charleroi,House,70000,2.0,56.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,56.0,16.0,3.0, Good,0.0
274,6041 Charleroi Gosselies,House,70000,2.0,80.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,80.0,201.0,3.0, To renovate,0.0
275,6042 Charleroi,House,70000,2.0,85.0,Installed,0.0,0.0,1.0,16.0,1.0,259.0,85.0,324.0,2.0, To renovate,0.0
276,4801 Verviers,House,70000,3.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
277,6140 Fontaine lEvque,House,70000,4.0,160.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,160.0,110.0,1.0,Good,0.0
278,5620 Florennes,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,149.0,1.0,Good,0.0
279,7900 Leuze-En-Hainaut,House,70000,3.0,124.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,124.0,220.0,2.0, To renovate,0.0
280,6200 CHTELINEAU,House,70000,2.0,120.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,120.0,201.0,3.0, To renovate,0.0
281,4101 Jemeppe,House,70000,1.0,89.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,89.0,78.0,2.0, To be done up,0.0
282,7950 Chievres,House,70000,2.0,127.0,Installed,0.0,0.0,0.0,10.0,1.0,115.0,127.0,240.0,2.0, To renovate,0.0
283,7301 Hornu,House,70000,2.0,90.0,Not installed,0.0,0.0,0.0,10.0,1.0,100.0,90.0,170.0,2.0, To renovate,0.0
284,7390 Quaregnon,House,70000,2.0,75.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,75.0,170.0,3.0, To be done up,0.0
285,6060 Gilly,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,131.0,201.0,201.0,2.0, To be done up,0.0
286,4020 LIEGE,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0, To renovate,0.0
287,7340 WASMES,House,70000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,226.0,1.0,Good,0.0
288,7012 Jemappes,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,100.0,1.0,Good,0.0
289,7370 Dour,House,70000,2.0,70.0,Installed,0.0,0.0,0.0,10.0,1.0,75.0,70.0,250.0,2.0, To renovate,0.0
290,7700 Mouscron,House,70000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,153.0,1.0,Good,0.0
291,7080 Frameries,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
292,6000 Charleroi,House,70000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,190.0,3.0, To renovate,0.0
293,7041 Quevy,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To be done up,0.0
294,6060 Gilly,House,70000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,201.0,1.0,Good,0.0
295,7080 La Bouverie,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,155.0,1.0,Good,0.0
296,7340 WASMES,House,70000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
297,7370 Dour,House,70000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,560.0,1.0,Good,0.0
298,7390 Quaregnon,House,70000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
299,6031 Monceau-sur-Sambre,House,70000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
300,6040 Jumet,House,70000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
301,7080 Frameries,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
302,7340 Colfontaine,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
303,6200 Chtelineau,House,70000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
304,6464 Chimay,House,70000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,600.0,4.0,Good,0.0
305,2275 Wechelderzande,House,71500,1.0,40.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,40.0,1762.0,4.0, To be done up,0.0
306,3300 Tienen,House,72000,2.0,70.0,Not installed,0.0,0.0,1.0,5.0,0.0,5.0,70.0,60.0,2.0, To renovate,0.0
307,6700 Arlon,House,72000,3.0,165.0,Installed,0.0,0.0,0.0,10.0,1.0,1.0,165.0,230.0,2.0, To restore,0.0
308,7340 WASMES,House,72000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,90.0,1.0,Good,0.0
309,8620 Nieuwpoort,House,72200,2.0,41.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,41.0,120.0,4.0, As new,0.0
310,5660 Frasnes Nam,House,72500,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,1245.0,4.0,Good,0.0
311,6182 Souvret,House,73000,2.0,110.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,110.0,201.0,3.0,Good,0.0
312,7100 SAINT-VAAST,House,74000,3.0,177.0,Not installed,0.0,0.0,0.0,10.0,1.0,500.0,177.0,700.0,3.0, Good,0.0
313,3920 Lommel,House,74000,4.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
314,6536 Thuin Donstiennes,House,74900,3.0,133.0,Installed,0.0,0.0,0.0,10.0,1.0,200.0,133.0,270.0,2.0, To renovate,0.0
315,6030 Marchienne-au-Pont,House,74999,2.0,80.0,Semi equipped,0.0,0.0,1.0,10.0,1.0,225.0,80.0,300.0,3.0, To renovate,0.0
316,6769 Meix-devant-Virton,House,75000,2.0,65.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,65.0,201.0,2.0, To be done up,0.0
317,4020 Liege,House,75000,3.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,43.0,3.0, To renovate,0.0
318,6040 Jumet,House,75000,1.0,70.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,97.0,70.0,170.0,3.0, To renovate,0.0
319,7130 Binche,House,75000,2.0,123.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,123.0,60.0,2.0, To renovate,0.0
320,7134 PRONNES-LEZ-BINCHE,House,75000,1.0,61.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,61.0,112.0,3.0, Good,0.0
321,4100 Seraing,House,75000,2.0,100.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,100.0,42.0,2.0, To be done up,0.0
322,7134 RESSAIX,House,75000,3.0,115.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,115.0,156.0,2.0, To restore,0.0
323,7300 BOUSSU-BOIS,House,75000,3.0,140.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,140.0,352.0,3.0, To renovate,0.0
324,8370 Blankenberge,House,75000,2.0,103.0,Installed,0.0,0.0,0.0,10.0,1.0,150.0,103.0,210.0,1.0, To renovate,0.0
325,6660 Houffalize,House,75000,2.0,120.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,120.0,170.0,1.0, To renovate,0.0
326,7390 Quaregnon,House,75000,2.0,135.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,421.0,135.0,421.0,2.0, Good,0.0
327,3700 Vreren,House,75000,5.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,339.0,201.0,499.0,3.0, To renovate,0.0
328,7300 Boussu,House,75000,3.0,91.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,91.0,180.0,2.0, To renovate,0.0
329,6180 Courcelles,House,75000,3.0,131.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,131.0,590.0,3.0, To renovate,0.0
330,7387 Angre,House,75000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,1.0,1.0,201.0,429.0,2.0, To renovate,0.0
331,8000 Brugge,House,75000,2.0,85.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,85.0,32.0,2.0, To be done up,0.0
332,7500 Tournai,House,75000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
333,6061 Montignies-sur-Sambre,House,75000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,150.0,1.0,Good,0.0
334,7390 Quaregnon,House,75000,2.0,75.0,Installed,0.0,0.0,0.0,10.0,1.0,50.0,75.0,130.0,3.0, To renovate,0.0
335,9160 Lokeren,House,75000,2.0,89.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,89.0,160.0,2.0, To renovate,0.0
336,9000 Gent,House,75000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,42.0,1.0,Good,0.0
337,6020 Dampremy,House,75000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, Good,0.0
338,4920 Aywaille,House,75000,1.0,63.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,63.0,25.0,2.0, To renovate,0.0
339,5060 Arsimont,House,75000,2.0,133.0,Installed,0.0,0.0,1.0,16.0,1.0,290.0,133.0,520.0,3.0, To renovate,0.0
340,4031 Lige,House,75000,2.0,87.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,87.0,21.0,2.0, To restore,0.0
341,6140 Fontaine lEvque,House,75000,3.0,100.0,Installed,0.0,0.0,1.0,5.0,0.0,5.0,100.0,70.0,1.0,Good,0.0
342,4000 Lige,House,75000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,43.0,2.0,Good,0.0
343,8930 Menen,House,75000,2.0,82.0,Semi equipped,0.0,0.0,0.0,10.0,0.0,5.0,82.0,83.0,2.0, To renovate,0.0
344,6850 Paliseul,House,75000,3.0,95.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,95.0,91.0,2.0, To renovate,0.0
345,6830 Bouillon,House,75000,2.0,80.0,Not installed,0.0,0.0,1.0,16.0,0.0,5.0,80.0,100.0,3.0,Good,0.0
346,7520 Templeuve,House,75000,2.0,84.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,84.0,291.0,2.0, To renovate,0.0
347,5190 Jemeppe-sur-Sambre,House,75000,3.0,140.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,140.0,165.0,3.0, To renovate,0.0
348,5190 Jemeppe-sur-Sambre,House,75000,3.0,95.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,95.0,80.0,2.0, To renovate,0.0
349,6032 Mont-sur-Marchienne,House,75000,2.0,201.0,Semi equipped,0.0,0.0,0.0,10.0,1.0,290.0,201.0,370.0,2.0, To renovate,0.0
350,4830 Limbourg,House,75000,5.0,156.0,Installed,0.0,0.0,1.0,70.0,0.0,5.0,156.0,153.0,3.0, To renovate,0.0
351,5300 Andenne,House,75000,2.0,86.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,86.0,200.0,2.0, To renovate,0.0
352,7000 Mons,House,75000,2.0,84.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,84.0,140.0,2.0, To renovate,0.0
353,6987 WARISY,House,75000,1.0,261.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,261.0,170.0,2.0, To restore,0.0
354,7350 Hensies Thulin,House,75000,2.0,110.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,110.0,60.0,2.0, To renovate,0.0
355,7012 Jemappes,House,75000,2.0,201.0,Installed,0.0,0.0,1.0,10.0,0.0,5.0,201.0,80.0,2.0, To renovate,0.0
356,7012 Mons Flnu,House,75000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,1.0,170.0,201.0,351.0,2.0, To renovate,0.0
357,7134 Leval-Trahegnies,House,75000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,110.0,2.0, To be done up,0.0
358,7380 Quivrain,House,75000,2.0,90.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,90.0,201.0,2.0, Good,0.0
359,5575 Willerzie,House,75000,5.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,550.0,2.0, To renovate,0.0
360,6032 Mont-sur-Marchienne,House,75000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,254.0,3.0, To renovate,0.0
361,7110 Houdeng-Goegnies,House,75000,2.0,201.0,Not installed,1.0,0.0,0.0,10.0,0.0,5.0,201.0,120.0,2.0,Good,0.0
362,4100 Seraing,House,75000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
363,7100 Haine-Saint-Paul,House,75000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,340.0,1.0,Good,0.0
364,7640 Antoing,House,75000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,180.0,2.0, To renovate,0.0
365,5651 Thy-Le-Chteau,House,75000,3.0,210.0,Installed,0.0,0.0,0.0,10.0,1.0,350.0,210.0,201.0,2.0, To renovate,0.0
366,7331 Saint-Ghislain,House,75000,2.0,65.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,65.0,201.0,2.0, Good,0.0
367,7850 Enghien,House,75000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,1.0,Good,0.0
368,6460 Chimay,House,75000,2.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0,Good,0.0
369,7060 Soignies,House,75000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,32.0,2.0,Good,0.0
370,6060 Gilly,House,75000,1.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,3.0,Good,0.0
371,6440 Froidchapelle,House,75000,2.0,201.0,Not installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,488.0,4.0,Good,0.0
372,6040 Jumet,House,75000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,249.0,2.0,Good,0.0
373,6061 Montignies-sur-Sambre,House,75000,3.0,68.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,68.0,201.0,2.0, To be done up,0.0
374,7603 Bon-Secours,House,75000,2.0,120.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,120.0,390.0,2.0,Good,0.0
375,6211 Les Bons Villers Mellet,House,75000,3.0,115.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,115.0,210.0,3.0, To renovate,0.0
376,9600 Ronse,House,75000,3.0,201.0,Installed,0.0,0.0,0.0,10.0,0.0,5.0,201.0,201.0,2.0, To renovate,0.0
